held_out_zone,seed,price_id,n_min,nu,beta,state_count
zone1,1,R01,30,30,1.0,2
zone1,1,R01,30,60,1.0,1
zone1,1,R01,50,0,1.0,1018
zone1,1,R01,50,10,1.0,1037
zone1,1,R01,50,30,1.0,1064
zone1,1,R01,50,60,1.0,803
zone1,1,R01,50,100,1.0,548
zone1,1,R02,10,0,1.0,329
zone1,1,R02,10,10,1.0,288
zone1,1,R02,10,30,1.0,268
zone1,1,R02,10,60,1.0,162
zone1,1,R02,10,100,1.0,72
zone1,1,R02,20,0,1.0,4
zone1,1,R02,20,10,1.0,1
zone1,1,R02,20,100,1.0,1
zone1,1,R02,30,0,1.0,4
zone1,1,R02,30,10,1.0,1
zone1,1,R02,30,30,1.0,1
zone1,1,R02,50,0,1.0,1294
zone1,1,R02,50,10,1.0,1213
zone1,1,R02,50,30,1.0,1309
zone1,1,R02,50,60,1.0,905
zone1,1,R02,50,100,1.0,748
zone1,1,R05P6179775281,10,0,1.0,116
zone1,1,R05P6179775281,10,10,1.0,83
zone1,1,R05P6179775281,10,30,1.0,57
zone1,1,R05P6179775281,10,60,1.0,27
zone1,1,R05P6179775281,10,100,1.0,15
zone1,1,R05P6179775281,20,0,1.0,2
zone1,1,R05P6179775281,20,60,1.0,1
zone1,1,R05P6179775281,30,0,1.0,1
zone1,1,R05P6179775281,50,0,1.0,1374
zone1,1,R05P6179775281,50,10,1.0,1514
zone1,1,R05P6179775281,50,30,1.0,1545
zone1,1,R05P6179775281,50,60,1.0,1005
zone1,1,R05P6179775281,50,100,1.0,860
zone1,1,R10,10,0,1.0,105
zone1,1,R10,10,10,1.0,81
zone1,1,R10,10,30,1.0,59
zone1,1,R10,10,60,1.0,27
zone1,1,R10,10,100,1.0,18
zone1,1,R10,20,0,1.0,1
zone1,1,R10,20,30,1.0,1
zone1,1,R10,30,0,1.0,2
zone1,1,R10,50,0,1.0,1370
zone1,1,R10,50,10,1.0,1543
zone1,1,R10,50,30,1.0,1506
zone1,1,R10,50,60,1.0,1039
zone1,1,R10,50,100,1.0,848
zone1,1,R20,10,0,1.0,127
zone1,1,R20,10,10,1.0,115
zone1,1,R20,10,30,1.0,90
zone1,1,R20,10,60,1.0,39
zone1,1,R20,10,100,1.0,31
zone1,1,R20,20,0,1.0,3
zone1,1,R20,30,0,1.0,3
zone1,1,R20,30,10,1.0,1
zone1,1,R20,30,30,1.0,1
zone1,1,R20,50,0,1.0,1306
zone1,1,R20,50,10,1.0,1589
zone1,1,R20,50,30,1.0,1472
zone1,1,R20,50,60,1.0,1035
zone1,1,R20,50,100,1.0,788
zone1,2,R01,10,0,1.0,604
zone1,2,R01,10,10,1.0,498
zone1,2,R01,10,30,1.0,488
zone1,2,R01,10,60,1.0,347
zone1,2,R01,10,100,1.0,176
zone1,2,R01,20,0,1.0,5
zone1,2,R01,20,10,1.0,1
zone1,2,R01,20,30,1.0,1
zone1,2,R01,20,100,1.0,1
zone1,2,R01,30,0,1.0,11
zone1,2,R01,30,10,1.0,1
zone1,2,R01,30,30,1.0,2
zone1,2,R01,30,60,1.0,1
zone1,2,R01,50,0,1.0,924
zone1,2,R01,50,10,1.0,1022
zone1,2,R01,50,30,1.0,1132
zone1,2,R01,50,60,1.0,833
zone1,2,R01,50,100,1.0,553
zone1,2,R02,10,0,1.0,317
zone1,2,R02,10,10,1.0,314
zone1,2,R02,10,30,1.0,263
zone1,2,R02,10,60,1.0,159
zone1,2,R02,10,100,1.0,65
zone1,2,R02,20,0,1.0,4
zone1,2,R02,20,100,1.0,1
zone1,2,R02,30,0,1.0,3
zone1,2,R02,30,10,1.0,2
zone1,2,R02,30,30,1.0,1
zone1,2,R02,50,0,1.0,1167
zone1,2,R02,50,10,1.0,1307
zone1,2,R02,50,30,1.0,1315
zone1,2,R02,50,60,1.0,924
zone1,2,R02,50,100,1.0,758
zone1,2,R05P6179775281,10,0,1.0,136
zone1,2,R05P6179775281,10,10,1.0,81
zone1,2,R05P6179775281,10,30,1.0,53
zone1,2,R05P6179775281,10,60,1.0,35
zone1,2,R05P6179775281,10,100,1.0,14
zone1,2,R05P6179775281,20,0,1.0,2
zone1,2,R05P6179775281,20,10,1.0,1
zone1,2,R05P6179775281,20,60,1.0,1
zone1,2,R05P6179775281,50,0,1.0,1268
zone1,2,R05P6179775281,50,10,1.0,1629
zone1,2,R05P6179775281,50,30,1.0,1570
zone1,2,R05P6179775281,50,60,1.0,982
zone1,2,R05P6179775281,50,100,1.0,828
zone1,2,R10,10,0,1.0,125
zone1,2,R10,10,10,1.0,81
zone1,2,R10,10,30,1.0,75
zone1,2,R10,10,60,1.0,26
zone1,2,R10,10,100,1.0,14
zone1,2,R10,20,0,1.0,1
zone1,2,R10,20,30,1.0,1
zone1,2,R10,30,0,1.0,1
zone1,2,R10,50,0,1.0,1242
zone1,2,R10,50,10,1.0,1703
zone1,2,R10,50,30,1.0,1528
zone1,2,R10,50,60,1.0,1003
zone1,2,R10,50,100,1.0,800
zone1,2,R20,10,0,1.0,142
zone1,2,R20,10,10,1.0,125
zone1,2,R20,10,30,1.0,106
zone1,2,R20,10,60,1.0,38
zone1,2,R20,10,100,1.0,28
zone1,2,R20,20,0,1.0,5
zone1,2,R20,30,0,1.0,2
zone1,2,R20,30,10,1.0,1
zone1,2,R20,30,30,1.0,1
zone1,2,R20,30,60,1.0,1
zone1,2,R20,50,0,1.0,1251
zone1,2,R20,50,10,1.0,1638
zone1,2,R20,50,30,1.0,1503
zone1,2,R20,50,60,1.0,1000
zone1,2,R20,50,100,1.0,759
zone10,0,R01,10,0,1.0,577
zone10,0,R01,10,10,1.0,561
zone10,0,R01,10,30,1.0,657
zone10,0,R01,10,60,1.0,445
zone10,0,R01,10,100,1.0,261
zone10,0,R01,20,0,1.0,5
zone10,0,R01,20,10,1.0,2
zone10,0,R01,20,30,1.0,1
zone10,0,R01,30,0,1.0,11
zone10,0,R01,30,30,1.0,2
zone10,0,R01,30,60,1.0,1
zone10,0,R01,30,100,1.0,1
zone10,0,R01,50,0,1.0,960
zone10,0,R01,50,10,1.0,891
zone10,0,R01,50,30,1.0,1033
zone10,0,R01,50,60,1.0,710
zone10,0,R01,50,100,1.0,482
zone10,0,R02,10,0,1.0,356
zone10,0,R02,10,10,1.0,334
zone10,0,R02,10,30,1.0,328
zone10,0,R02,10,60,1.0,224
zone10,0,R02,10,100,1.0,137
zone10,0,R02,20,0,1.0,4
zone10,0,R02,20,10,1.0,1
zone10,0,R02,30,0,1.0,6
zone10,0,R02,30,100,1.0,1
zone10,0,R02,50,0,1.0,1212
zone10,0,R02,50,10,1.0,1158
zone10,0,R02,50,30,1.0,1274
zone10,0,R02,50,60,1.0,860
zone10,0,R02,50,100,1.0,705
zone10,0,R05P6179775281,10,0,1.0,128
zone10,0,R05P6179775281,10,10,1.0,101
zone10,0,R05P6179775281,10,30,1.0,76
zone10,0,R05P6179775281,10,60,1.0,40
zone10,0,R05P6179775281,10,100,1.0,15
zone10,0,R05P6179775281,20,0,1.0,2
zone10,0,R05P6179775281,20,100,1.0,1
zone10,0,R05P6179775281,30,0,1.0,3
zone10,0,R05P6179775281,30,30,1.0,1
zone10,0,R05P6179775281,30,100,1.0,1
zone10,0,R05P6179775281,50,0,1.0,1374
zone10,0,R05P6179775281,50,10,1.0,1523
zone10,0,R05P6179775281,50,30,1.0,1548
zone10,0,R05P6179775281,50,60,1.0,985
zone10,0,R05P6179775281,50,100,1.0,802
zone10,0,R10,10,0,1.0,111
zone10,0,R10,10,10,1.0,81
zone10,0,R10,10,30,1.0,68
zone10,0,R10,10,60,1.0,26
zone10,0,R10,10,100,1.0,7
zone10,0,R10,20,0,1.0,2
zone10,0,R10,30,0,1.0,1
zone10,0,R10,30,30,1.0,1
zone10,0,R10,50,0,1.0,1357
zone10,0,R10,50,10,1.0,1613
zone10,0,R10,50,30,1.0,1577
zone10,0,R10,50,60,1.0,977
zone10,0,R10,50,100,1.0,779
zone10,0,R20,10,0,1.0,117
zone10,0,R20,10,10,1.0,93
zone10,0,R20,10,30,1.0,92
zone10,0,R20,10,60,1.0,46
zone10,0,R20,10,100,1.0,31
zone10,0,R20,20,0,1.0,2
zone10,0,R20,30,0,1.0,1
zone10,0,R20,30,10,1.0,1
zone10,0,R20,30,30,1.0,2
zone10,0,R20,50,0,1.0,1330
zone10,0,R20,50,10,1.0,1652
zone10,0,R20,50,30,1.0,1587
zone10,0,R20,50,60,1.0,933
zone10,0,R20,50,100,1.0,713
zone10,1,R01,10,0,1.0,539
zone10,1,R01,10,10,1.0,550
zone10,1,R01,10,30,1.0,665
zone10,1,R01,10,60,1.0,392
zone10,1,R01,10,100,1.0,233
zone10,1,R01,20,0,1.0,10
zone10,1,R01,20,10,1.0,1
zone10,1,R01,20,30,1.0,1
zone10,1,R01,30,0,1.0,7
zone10,1,R01,30,10,1.0,1
zone10,1,R01,30,30,1.0,1
zone10,1,R01,30,60,1.0,1
zone10,1,R01,30,100,1.0,1
zone10,1,R01,50,0,1.0,1022
zone10,1,R01,50,10,1.0,952
zone10,1,R01,50,30,1.0,1016
zone10,1,R01,50,60,1.0,709
zone10,1,R01,50,100,1.0,499
zone10,1,R02,10,0,1.0,330
zone10,1,R02,10,10,1.0,329
zone10,1,R02,10,30,1.0,318
zone10,1,R02,10,60,1.0,202
zone10,1,R02,10,100,1.0,111
zone10,1,R02,20,0,1.0,7
zone10,1,R02,20,10,1.0,1
zone10,1,R02,30,0,1.0,3
zone10,1,R02,30,100,1.0,1
zone10,1,R02,50,0,1.0,1233
zone10,1,R02,50,10,1.0,1208
zone10,1,R02,50,30,1.0,1263
zone10,1,R02,50,60,1.0,899
zone10,1,R02,50,100,1.0,695
zone10,1,R05P6179775281,10,0,1.0,118
zone10,1,R05P6179775281,10,10,1.0,103
zone10,1,R05P6179775281,10,30,1.0,75
zone10,1,R05P6179775281,10,60,1.0,57
zone10,1,R05P6179775281,10,100,1.0,14
zone10,1,R05P6179775281,20,0,1.0,2
zone10,1,R05P6179775281,20,30,1.0,1
zone10,1,R05P6179775281,20,100,1.0,1
zone10,1,R05P6179775281,30,0,1.0,2
zone10,1,R05P6179775281,30,30,1.0,1
zone10,1,R05P6179775281,30,100,1.0,1
zone10,1,R05P6179775281,50,0,1.0,1383
zone10,1,R05P6179775281,50,10,1.0,1447
zone10,1,R05P6179775281,50,30,1.0,1620
zone10,1,R05P6179775281,50,60,1.0,942
zone10,1,R05P6179775281,50,100,1.0,833
zone10,1,R10,10,0,1.0,111
zone10,1,R10,10,10,1.0,78
zone10,1,R10,10,30,1.0,67
zone10,1,R10,10,60,1.0,41
zone10,1,R10,10,100,1.0,9
zone10,1,R10,20,30,1.0,1
zone10,1,R10,30,30,1.0,1
zone10,1,R10,50,0,1.0,1393
zone10,1,R10,50,10,1.0,1505
zone10,1,R10,50,30,1.0,1586
zone10,1,R10,50,60,1.0,996
zone10,1,R10,50,100,1.0,812
zone10,1,R20,10,0,1.0,115
zone10,1,R20,10,10,1.0,105
zone10,1,R20,10,30,1.0,100
zone10,1,R20,10,60,1.0,62
zone10,1,R20,10,100,1.0,32
zone10,1,R20,20,0,1.0,2
zone10,1,R20,20,30,1.0,1
zone10,1,R20,30,30,1.0,1
zone10,1,R20,50,0,1.0,1367
zone10,1,R20,50,10,1.0,1548
zone10,1,R20,50,30,1.0,1532
zone10,1,R20,50,60,1.0,975
zone10,1,R20,50,100,1.0,760
zone10,2,R01,10,0,1.0,576
zone10,2,R01,10,10,1.0,572
zone10,2,R01,10,30,1.0,612
zone10,2,R01,10,60,1.0,376
zone10,2,R01,10,100,1.0,207
zone10,2,R01,20,0,1.0,6
zone10,2,R01,20,10,1.0,3
zone10,2,R01,20,30,1.0,1
zone10,2,R01,20,60,1.0,1
zone10,2,R01,30,0,1.0,10
zone10,2,R01,30,30,1.0,2
zone10,2,R01,30,60,1.0,2
zone10,2,R01,30,100,1.0,1
zone10,2,R01,50,0,1.0,980
zone10,2,R01,50,10,1.0,935
zone10,2,R01,50,30,1.0,1048
zone10,2,R01,50,60,1.0,776
zone10,2,R01,50,100,1.0,492
zone10,2,R02,10,0,1.0,342
zone10,2,R02,10,10,1.0,317
zone10,2,R02,10,30,1.0,301
zone10,2,R02,10,60,1.0,170
zone10,2,R02,10,100,1.0,83
zone10,2,R02,20,0,1.0,4
zone10,2,R02,20,10,1.0,1
zone10,2,R02,20,30,1.0,1
zone10,2,R02,30,0,1.0,5
zone10,2,R02,30,100,1.0,1
zone10,2,R02,50,0,1.0,1218
zone10,2,R02,50,10,1.0,1193
zone10,2,R02,50,30,1.0,1334
zone10,2,R02,50,60,1.0,922
zone10,2,R02,50,100,1.0,708
zone10,2,R05P6179775281,10,0,1.0,142
zone10,2,R05P6179775281,10,10,1.0,111
zone10,2,R05P6179775281,10,30,1.0,80
zone10,2,R05P6179775281,10,60,1.0,59
zone10,2,R05P6179775281,10,100,1.0,18
zone10,2,R05P6179775281,20,0,1.0,2
zone10,2,R05P6179775281,20,100,1.0,1
zone10,2,R05P6179775281,30,0,1.0,2
zone10,2,R05P6179775281,30,30,1.0,1
zone10,2,R05P6179775281,30,100,1.0,1
zone10,2,R05P6179775281,50,0,1.0,1334
zone10,2,R05P6179775281,50,10,1.0,1474
zone10,2,R05P6179775281,50,30,1.0,1611
zone10,2,R05P6179775281,50,60,1.0,950
zone10,2,R05P6179775281,50,100,1.0,814
zone10,2,R10,10,0,1.0,113
zone10,2,R10,10,10,1.0,89
zone10,2,R10,10,30,1.0,66
zone10,2,R10,10,60,1.0,24
zone10,2,R10,10,100,1.0,14
zone10,2,R10,30,30,1.0,1
zone10,2,R10,50,0,1.0,1333
zone10,2,R10,50,10,1.0,1575
zone10,2,R10,50,30,1.0,1601
zone10,2,R10,50,60,1.0,979
zone10,2,R10,50,100,1.0,805
zone10,2,R20,10,0,1.0,128
zone10,2,R20,10,10,1.0,114
zone10,2,R20,10,30,1.0,99
zone10,2,R20,10,60,1.0,50
zone10,2,R20,10,100,1.0,36
zone10,2,R20,20,0,1.0,2
zone10,2,R20,30,0,1.0,2
zone10,2,R20,30,10,1.0,2
zone10,2,R20,30,30,1.0,1
zone10,2,R20,50,0,1.0,1302
zone10,2,R20,50,10,1.0,1590
zone10,2,R20,50,30,1.0,1544
zone10,2,R20,50,60,1.0,938
zone10,2,R20,50,100,1.0,792
zone2,0,R01,10,0,1.0,634
zone2,0,R01,10,10,1.0,561
zone2,0,R01,10,30,1.0,600
zone2,0,R01,10,60,1.0,367
zone2,0,R01,10,100,1.0,184
zone2,0,R01,20,0,1.0,7
zone2,0,R01,20,10,1.0,1
zone2,0,R01,30,0,1.0,11
zone2,0,R01,30,10,1.0,1
zone2,0,R01,30,30,1.0,2
zone2,0,R01,30,60,1.0,4
zone2,0,R01,30,100,1.0,1
zone2,0,R01,50,0,1.0,939
zone2,0,R01,50,10,1.0,983
zone2,0,R01,50,30,1.0,1127
zone2,0,R01,50,60,1.0,716
zone2,0,R01,50,100,1.0,462
zone2,0,R02,10,0,1.0,355
zone2,0,R02,10,10,1.0,331
zone2,0,R02,10,30,1.0,324
zone2,0,R02,10,60,1.0,192
zone2,0,R02,10,100,1.0,111
zone2,0,R02,20,0,1.0,5
zone2,0,R02,20,10,1.0,1
zone2,0,R02,30,0,1.0,8
zone2,0,R02,30,60,1.0,3
zone2,0,R02,30,100,1.0,1
zone2,0,R02,50,0,1.0,1229
zone2,0,R02,50,10,1.0,1263
zone2,0,R02,50,30,1.0,1336
zone2,0,R02,50,60,1.0,800
zone2,0,R02,50,100,1.0,641
zone2,0,R05P6179775281,10,0,1.0,145
zone2,0,R05P6179775281,10,10,1.0,104
zone2,0,R05P6179775281,10,30,1.0,100
zone2,0,R05P6179775281,10,60,1.0,43
zone2,0,R05P6179775281,10,100,1.0,35
zone2,0,R05P6179775281,20,0,1.0,2
zone2,0,R05P6179775281,20,10,1.0,1
zone2,0,R05P6179775281,30,0,1.0,1
zone2,0,R05P6179775281,30,10,1.0,1
zone2,0,R05P6179775281,30,60,1.0,1
zone2,0,R05P6179775281,50,0,1.0,1386
zone2,0,R05P6179775281,50,10,1.0,1565
zone2,0,R05P6179775281,50,30,1.0,1587
zone2,0,R05P6179775281,50,60,1.0,900
zone2,0,R05P6179775281,50,100,1.0,729
zone2,0,R10,10,0,1.0,152
zone2,0,R10,10,10,1.0,98
zone2,0,R10,10,30,1.0,74
zone2,0,R10,10,60,1.0,48
zone2,0,R10,10,100,1.0,19
zone2,0,R10,20,60,1.0,1
zone2,0,R10,30,0,1.0,1
zone2,0,R10,50,0,1.0,1355
zone2,0,R10,50,10,1.0,1642
zone2,0,R10,50,30,1.0,1560
zone2,0,R10,50,60,1.0,958
zone2,0,R10,50,100,1.0,692
zone2,0,R20,10,0,1.0,178
zone2,0,R20,10,10,1.0,110
zone2,0,R20,10,30,1.0,120
zone2,0,R20,10,60,1.0,51
zone2,0,R20,10,100,1.0,20
zone2,0,R20,20,0,1.0,2
zone2,0,R20,20,10,1.0,1
zone2,0,R20,30,10,1.0,1
zone2,0,R20,30,30,1.0,1
zone2,0,R20,30,60,1.0,1
zone2,0,R20,50,0,1.0,1343
zone2,0,R20,50,10,1.0,1613
zone2,0,R20,50,30,1.0,1513
zone2,0,R20,50,60,1.0,997
zone2,0,R20,50,100,1.0,649
zone2,1,R01,10,0,1.0,658
zone2,1,R01,10,10,1.0,616
zone2,1,R01,10,30,1.0,528
zone2,1,R01,10,60,1.0,315
zone2,1,R01,10,100,1.0,142
zone2,1,R01,20,0,1.0,14
zone2,1,R01,20,30,1.0,1
zone2,1,R01,30,0,1.0,12
zone2,1,R01,30,10,1.0,1
zone2,1,R01,30,30,1.0,2
zone2,1,R01,30,60,1.0,4
zone2,1,R01,30,100,1.0,1
zone2,1,R01,50,0,1.0,997
zone2,1,R01,50,10,1.0,1036
zone2,1,R01,50,30,1.0,1043
zone2,1,R01,50,60,1.0,738
zone2,1,R01,50,100,1.0,492
zone2,1,R02,10,0,1.0,401
zone2,1,R02,10,10,1.0,336
zone2,1,R02,10,30,1.0,304
zone2,1,R02,10,60,1.0,163
zone2,1,R02,10,100,1.0,99
zone2,1,R02,20,0,1.0,7
zone2,1,R02,30,0,1.0,7
zone2,1,R02,30,60,1.0,3
zone2,1,R02,30,100,1.0,1
zone2,1,R02,50,0,1.0,1280
zone2,1,R02,50,10,1.0,1277
zone2,1,R02,50,30,1.0,1239
zone2,1,R02,50,60,1.0,797
zone2,1,R02,50,100,1.0,686
zone2,1,R05P6179775281,10,0,1.0,137
zone2,1,R05P6179775281,10,10,1.0,112
zone2,1,R05P6179775281,10,30,1.0,84
zone2,1,R05P6179775281,10,60,1.0,43
zone2,1,R05P6179775281,10,100,1.0,20
zone2,1,R05P6179775281,20,0,1.0,1
zone2,1,R05P6179775281,20,10,1.0,2
zone2,1,R05P6179775281,30,0,1.0,2
zone2,1,R05P6179775281,30,60,1.0,1
zone2,1,R05P6179775281,50,0,1.0,1478
zone2,1,R05P6179775281,50,10,1.0,1509
zone2,1,R05P6179775281,50,30,1.0,1476
zone2,1,R05P6179775281,50,60,1.0,973
zone2,1,R05P6179775281,50,100,1.0,762
zone2,1,R10,10,0,1.0,140
zone2,1,R10,10,10,1.0,104
zone2,1,R10,10,30,1.0,60
zone2,1,R10,10,60,1.0,51
zone2,1,R10,10,100,1.0,24
zone2,1,R10,20,10,1.0,1
zone2,1,R10,20,60,1.0,1
zone2,1,R10,30,0,1.0,2
zone2,1,R10,50,0,1.0,1443
zone2,1,R10,50,10,1.0,1550
zone2,1,R10,50,30,1.0,1547
zone2,1,R10,50,60,1.0,954
zone2,1,R10,50,100,1.0,723
zone2,1,R20,10,0,1.0,166
zone2,1,R20,10,10,1.0,118
zone2,1,R20,10,30,1.0,109
zone2,1,R20,10,60,1.0,49
zone2,1,R20,10,100,1.0,27
zone2,1,R20,20,0,1.0,2
zone2,1,R20,20,10,1.0,1
zone2,1,R20,30,0,1.0,1
zone2,1,R20,30,30,1.0,1
zone2,1,R20,30,60,1.0,1
zone2,1,R20,50,0,1.0,1389
zone2,1,R20,50,10,1.0,1584
zone2,1,R20,50,30,1.0,1526
zone2,1,R20,50,60,1.0,955
zone2,1,R20,50,100,1.0,671
zone2,2,R01,10,0,1.0,666
zone2,2,R01,10,10,1.0,537
zone2,2,R01,10,30,1.0,552
zone2,2,R01,10,60,1.0,321
zone2,2,R01,10,100,1.0,178
zone2,2,R01,20,0,1.0,8
zone2,2,R01,20,10,1.0,1
zone2,2,R01,30,0,1.0,13
zone2,2,R01,30,10,1.0,1
zone2,2,R01,30,30,1.0,1
zone2,2,R01,30,60,1.0,4
zone2,2,R01,30,100,1.0,2
zone2,2,R01,50,0,1.0,936
zone2,2,R01,50,10,1.0,1005
zone2,2,R01,50,30,1.0,1112
zone2,2,R01,50,60,1.0,741
zone2,2,R01,50,100,1.0,522
zone2,2,R02,10,0,1.0,377
zone2,2,R02,10,10,1.0,307
zone2,2,R02,10,30,1.0,322
zone2,2,R02,10,60,1.0,171
zone2,2,R02,10,100,1.0,94
zone2,2,R02,20,0,1.0,6
zone2,2,R02,20,10,1.0,1
zone2,2,R02,30,0,1.0,10
zone2,2,R02,30,60,1.0,3
zone2,2,R02,30,100,1.0,1
zone2,2,R02,50,0,1.0,1192
zone2,2,R02,50,10,1.0,1305
zone2,2,R02,50,30,1.0,1263
zone2,2,R02,50,60,1.0,850
zone2,2,R02,50,100,1.0,698
zone2,2,R05P6179775281,10,0,1.0,160
zone2,2,R05P6179775281,10,10,1.0,105
zone2,2,R05P6179775281,10,30,1.0,89
zone2,2,R05P6179775281,10,60,1.0,42
zone2,2,R05P6179775281,10,100,1.0,17
zone2,2,R05P6179775281,20,0,1.0,1
zone2,2,R05P6179775281,20,10,1.0,1
zone2,2,R05P6179775281,30,0,1.0,2
zone2,2,R05P6179775281,30,60,1.0,1
zone2,2,R05P6179775281,50,0,1.0,1371
zone2,2,R05P6179775281,50,10,1.0,1533
zone2,2,R05P6179775281,50,30,1.0,1572
zone2,2,R05P6179775281,50,60,1.0,941
zone2,2,R05P6179775281,50,100,1.0,765
zone2,2,R10,10,0,1.0,164
zone2,2,R10,10,10,1.0,104
zone2,2,R10,10,30,1.0,54
zone2,2,R10,10,60,1.0,52
zone2,2,R10,10,100,1.0,18
zone2,2,R10,20,0,1.0,2
zone2,2,R10,20,60,1.0,1
zone2,2,R10,30,0,1.0,2
zone2,2,R10,50,0,1.0,1358
zone2,2,R10,50,10,1.0,1603
zone2,2,R10,50,30,1.0,1536
zone2,2,R10,50,60,1.0,964
zone2,2,R10,50,100,1.0,742
zone2,2,R20,10,0,1.0,181
zone2,2,R20,10,10,1.0,128
zone2,2,R20,10,30,1.0,117
zone2,2,R20,10,60,1.0,49
zone2,2,R20,10,100,1.0,23
zone2,2,R20,20,0,1.0,4
zone2,2,R20,20,10,1.0,1
zone2,2,R20,30,0,1.0,1
zone2,2,R20,30,10,1.0,1
zone2,2,R20,30,30,1.0,1
zone2,2,R20,30,60,1.0,2
zone2,2,R20,50,0,1.0,1339
zone2,2,R20,50,10,1.0,1604
zone2,2,R20,50,30,1.0,1482
zone2,2,R20,50,60,1.0,961
zone2,2,R20,50,100,1.0,706
zone3,0,R01,10,0,1.0,647
zone3,0,R01,10,10,1.0,498
zone3,0,R01,10,30,1.0,574
zone3,0,R01,10,60,1.0,385
zone3,0,R01,10,100,1.0,209
zone3,0,R01,20,0,1.0,7
zone3,0,R01,20,10,1.0,3
zone3,0,R01,30,0,1.0,16
zone3,0,R01,30,10,1.0,2
zone3,0,R01,30,60,1.0,3
zone3,0,R01,30,100,1.0,1
zone3,0,R01,50,0,1.0,965
zone3,0,R01,50,10,1.0,950
zone3,0,R01,50,30,1.0,1079
zone3,0,R01,50,60,1.0,735
zone3,0,R01,50,100,1.0,526
zone3,0,R02,10,0,1.0,357
zone3,0,R02,10,10,1.0,339
zone3,0,R02,10,30,1.0,264
zone3,0,R02,10,60,1.0,192
zone3,0,R02,10,100,1.0,108
zone3,0,R02,20,0,1.0,5
zone3,0,R02,20,10,1.0,1
zone3,0,R02,30,0,1.0,9
zone3,0,R02,30,30,1.0,1
zone3,0,R02,30,60,1.0,1
zone3,0,R02,50,0,1.0,1218
zone3,0,R02,50,10,1.0,1262
