held_out_zone,seed,price_id,n_min,nu,beta,state_count
zone10,2,R05P6179775281,10,10,1.0,112
zone10,2,R05P6179775281,10,30,1.0,79
zone10,2,R05P6179775281,10,60,1.0,26
zone10,2,R05P6179775281,10,100,1.0,27
zone10,2,R05P6179775281,20,0,1.0,2
zone10,2,R05P6179775281,30,0,1.0,2
zone10,2,R05P6179775281,50,0,1.0,1959
zone10,2,R05P6179775281,50,10,1.0,1515
zone10,2,R05P6179775281,50,30,1.0,1060
zone10,2,R05P6179775281,50,60,1.0,718
zone10,2,R05P6179775281,50,100,1.0,611
zone10,2,R10,10,0,1.0,431
zone10,2,R10,10,10,1.0,116
zone10,2,R10,10,30,1.0,95
zone10,2,R10,10,60,1.0,41
zone10,2,R10,10,100,1.0,48
zone10,2,R10,20,10,1.0,1
zone10,2,R10,30,30,1.0,1
zone10,2,R10,50,0,1.0,1732
zone10,2,R10,50,10,1.0,1545
zone10,2,R10,50,30,1.0,1156
zone10,2,R10,50,60,1.0,775
zone10,2,R10,50,100,1.0,659
zone10,2,R20,10,0,1.0,471
zone10,2,R20,10,10,1.0,164
zone10,2,R20,10,30,1.0,150
zone10,2,R20,10,60,1.0,90
zone10,2,R20,10,100,1.0,70
zone10,2,R20,20,0,1.0,1
zone10,2,R20,20,10,1.0,1
zone10,2,R20,20,30,1.0,1
zone10,2,R20,20,60,1.0,2
zone10,2,R20,30,0,1.0,2
zone10,2,R20,30,10,1.0,2
zone10,2,R20,30,30,1.0,1
zone10,2,R20,50,0,1.0,1382
zone10,2,R20,50,10,1.0,1485
zone10,2,R20,50,30,1.0,1284
zone10,2,R20,50,60,1.0,831
zone10,2,R20,50,100,1.0,663
zone2,0,R01,10,0,1.0,1583
zone2,0,R01,10,10,1.0,549
zone2,0,R01,10,30,1.0,263
zone2,0,R01,10,60,1.0,149
zone2,0,R01,10,100,1.0,57
zone2,0,R01,20,0,1.0,8
zone2,0,R01,20,10,1.0,1
zone2,0,R01,20,60,1.0,1
zone2,0,R01,30,0,1.0,10
zone2,0,R01,30,10,1.0,1
zone2,0,R01,50,0,1.0,1389
zone2,0,R01,50,10,1.0,915
zone2,0,R01,50,30,1.0,772
zone2,0,R01,50,60,1.0,515
zone2,0,R01,50,100,1.0,387
zone2,0,R02,10,0,1.0,1053
zone2,0,R02,10,10,1.0,308
zone2,0,R02,10,30,1.0,153
zone2,0,R02,10,60,1.0,83
zone2,0,R02,10,100,1.0,45
zone2,0,R02,20,0,1.0,5
zone2,0,R02,20,30,1.0,1
zone2,0,R02,30,0,1.0,3
zone2,0,R02,30,10,1.0,1
zone2,0,R02,50,0,1.0,1800
zone2,0,R02,50,10,1.0,1229
zone2,0,R02,50,30,1.0,864
zone2,0,R02,50,60,1.0,569
zone2,0,R02,50,100,1.0,486
zone2,0,R05P6179775281,10,0,1.0,470
zone2,0,R05P6179775281,10,10,1.0,133
zone2,0,R05P6179775281,10,30,1.0,59
zone2,0,R05P6179775281,10,60,1.0,43
zone2,0,R05P6179775281,10,100,1.0,34
zone2,0,R05P6179775281,20,0,1.0,3
zone2,0,R05P6179775281,50,0,1.0,1955
zone2,0,R05P6179775281,50,10,1.0,1568
zone2,0,R05P6179775281,50,30,1.0,1064
zone2,0,R05P6179775281,50,60,1.0,656
zone2,0,R05P6179775281,50,100,1.0,615
zone2,0,R10,10,0,1.0,363
zone2,0,R10,10,10,1.0,139
zone2,0,R10,10,30,1.0,78
zone2,0,R10,10,60,1.0,45
zone2,0,R10,10,100,1.0,42
zone2,0,R10,20,0,1.0,3
zone2,0,R10,30,0,1.0,1
zone2,0,R10,50,0,1.0,1770
zone2,0,R10,50,10,1.0,1619
zone2,0,R10,50,30,1.0,1183
zone2,0,R10,50,60,1.0,740
zone2,0,R10,50,100,1.0,617
zone2,0,R20,10,0,1.0,405
zone2,0,R20,10,10,1.0,206
zone2,0,R20,10,30,1.0,161
zone2,0,R20,10,60,1.0,73
zone2,0,R20,10,100,1.0,61
zone2,0,R20,20,0,1.0,2
zone2,0,R20,20,10,1.0,2
zone2,0,R20,20,30,1.0,1
zone2,0,R20,30,0,1.0,1
zone2,0,R20,30,10,1.0,1
zone2,0,R20,50,0,1.0,1441
zone2,0,R20,50,10,1.0,1570
zone2,0,R20,50,30,1.0,1234
zone2,0,R20,50,60,1.0,799
zone2,0,R20,50,100,1.0,643
zone2,1,R01,10,0,1.0,1502
zone2,1,R01,10,10,1.0,564
zone2,1,R01,10,30,1.0,228
zone2,1,R01,10,60,1.0,122
zone2,1,R01,10,100,1.0,71
zone2,1,R01,20,0,1.0,7
zone2,1,R01,20,60,1.0,1
zone2,1,R01,30,0,1.0,6
zone2,1,R01,30,10,1.0,1
zone2,1,R01,50,0,1.0,1454
zone2,1,R01,50,10,1.0,947
zone2,1,R01,50,30,1.0,800
zone2,1,R01,50,60,1.0,532
zone2,1,R01,50,100,1.0,365
zone2,1,R02,10,0,1.0,974
zone2,1,R02,10,10,1.0,304
zone2,1,R02,10,30,1.0,134
zone2,1,R02,10,60,1.0,82
zone2,1,R02,10,100,1.0,46
zone2,1,R02,20,0,1.0,1
zone2,1,R02,20,30,1.0,1
zone2,1,R02,30,0,1.0,4
zone2,1,R02,30,10,1.0,1
zone2,1,R02,50,0,1.0,1843
zone2,1,R02,50,10,1.0,1272
zone2,1,R02,50,30,1.0,882
zone2,1,R02,50,60,1.0,598
zone2,1,R02,50,100,1.0,458
zone2,1,R05P6179775281,10,0,1.0,458
zone2,1,R05P6179775281,10,10,1.0,117
zone2,1,R05P6179775281,10,30,1.0,56
zone2,1,R05P6179775281,10,60,1.0,41
zone2,1,R05P6179775281,10,100,1.0,33
zone2,1,R05P6179775281,20,0,1.0,1
zone2,1,R05P6179775281,30,0,1.0,2
zone2,1,R05P6179775281,50,0,1.0,1931
zone2,1,R05P6179775281,50,10,1.0,1559
zone2,1,R05P6179775281,50,30,1.0,1098
zone2,1,R05P6179775281,50,60,1.0,691
zone2,1,R05P6179775281,50,100,1.0,613
zone2,1,R10,10,0,1.0,368
zone2,1,R10,10,10,1.0,134
zone2,1,R10,10,30,1.0,78
zone2,1,R10,10,60,1.0,45
zone2,1,R10,10,100,1.0,50
zone2,1,R10,20,0,1.0,1
zone2,1,R10,30,0,1.0,1
zone2,1,R10,50,0,1.0,1681
zone2,1,R10,50,10,1.0,1636
zone2,1,R10,50,30,1.0,1215
zone2,1,R10,50,60,1.0,749
zone2,1,R10,50,100,1.0,642
zone2,1,R20,10,0,1.0,400
zone2,1,R20,10,10,1.0,224
zone2,1,R20,10,30,1.0,178
zone2,1,R20,10,60,1.0,75
zone2,1,R20,10,100,1.0,58
zone2,1,R20,20,0,1.0,1
zone2,1,R20,20,10,1.0,2
zone2,1,R20,20,30,1.0,1
zone2,1,R20,30,0,1.0,1
zone2,1,R20,50,0,1.0,1339
zone2,1,R20,50,10,1.0,1573
zone2,1,R20,50,30,1.0,1271
zone2,1,R20,50,60,1.0,805
zone2,1,R20,50,100,1.0,672
zone2,2,R01,10,0,1.0,1503
zone2,2,R01,10,10,1.0,552
zone2,2,R01,10,30,1.0,207
zone2,2,R01,10,60,1.0,138
zone2,2,R01,10,100,1.0,76
zone2,2,R01,20,0,1.0,9
zone2,2,R01,20,10,1.0,1
zone2,2,R01,20,60,1.0,1
zone2,2,R01,30,0,1.0,6
zone2,2,R01,30,10,1.0,1
zone2,2,R01,30,60,1.0,1
zone2,2,R01,30,100,1.0,1
zone2,2,R01,50,0,1.0,1484
zone2,2,R01,50,10,1.0,947
zone2,2,R01,50,30,1.0,785
zone2,2,R01,50,60,1.0,533
zone2,2,R01,50,100,1.0,355
zone2,2,R02,10,0,1.0,930
zone2,2,R02,10,10,1.0,308
zone2,2,R02,10,30,1.0,121
zone2,2,R02,10,60,1.0,78
zone2,2,R02,10,100,1.0,47
zone2,2,R02,20,0,1.0,4
zone2,2,R02,20,10,1.0,1
zone2,2,R02,20,30,1.0,1
zone2,2,R02,30,0,1.0,3
zone2,2,R02,30,10,1.0,1
zone2,2,R02,30,60,1.0,1
zone2,2,R02,30,100,1.0,1
zone2,2,R02,50,0,1.0,1932
zone2,2,R02,50,10,1.0,1229
zone2,2,R02,50,30,1.0,934
zone2,2,R02,50,60,1.0,541
zone2,2,R02,50,100,1.0,468
zone2,2,R05P6179775281,10,0,1.0,449
zone2,2,R05P6179775281,10,10,1.0,125
zone2,2,R05P6179775281,10,30,1.0,57
zone2,2,R05P6179775281,10,60,1.0,42
zone2,2,R05P6179775281,10,100,1.0,33
zone2,2,R05P6179775281,20,0,1.0,3
zone2,2,R05P6179775281,50,0,1.0,1992
zone2,2,R05P6179775281,50,10,1.0,1550
zone2,2,R05P6179775281,50,30,1.0,1103
zone2,2,R05P6179775281,50,60,1.0,630
zone2,2,R05P6179775281,50,100,1.0,616
zone2,2,R10,10,0,1.0,388
zone2,2,R10,10,10,1.0,127
zone2,2,R10,10,30,1.0,82
zone2,2,R10,10,60,1.0,47
zone2,2,R10,10,100,1.0,46
zone2,2,R10,20,0,1.0,2
zone2,2,R10,50,0,1.0,1748
zone2,2,R10,50,10,1.0,1598
zone2,2,R10,50,30,1.0,1236
zone2,2,R10,50,60,1.0,697
zone2,2,R10,50,100,1.0,629
zone2,2,R20,10,0,1.0,435
zone2,2,R20,10,10,1.0,196
zone2,2,R20,10,30,1.0,169
zone2,2,R20,10,60,1.0,78
zone2,2,R20,10,100,1.0,67
zone2,2,R20,20,0,1.0,3
zone2,2,R20,20,10,1.0,2
zone2,2,R20,30,10,1.0,1
zone2,2,R20,50,0,1.0,1388
zone2,2,R20,50,10,1.0,1546
zone2,2,R20,50,30,1.0,1277
zone2,2,R20,50,60,1.0,797
zone2,2,R20,50,100,1.0,641
zone3,0,R01,10,0,1.0,1675
zone3,0,R01,10,10,1.0,513
zone3,0,R01,10,30,1.0,242
zone3,0,R01,10,60,1.0,146
zone3,0,R01,10,100,1.0,50
zone3,0,R01,20,0,1.0,10
zone3,0,R01,20,30,1.0,1
zone3,0,R01,30,0,1.0,12
zone3,0,R01,30,10,1.0,2
zone3,0,R01,50,0,1.0,1444
zone3,0,R01,50,10,1.0,951
zone3,0,R01,50,30,1.0,703
zone3,0,R01,50,60,1.0,493
zone3,0,R01,50,100,1.0,358
zone3,0,R02,10,0,1.0,1102
zone3,0,R02,10,10,1.0,276
zone3,0,R02,10,30,1.0,130
zone3,0,R02,10,60,1.0,93
zone3,0,R02,10,100,1.0,36
zone3,0,R02,20,0,1.0,4
zone3,0,R02,30,0,1.0,6
zone3,0,R02,30,10,1.0,1
zone3,0,R02,50,0,1.0,1852
zone3,0,R02,50,10,1.0,1277
zone3,0,R02,50,30,1.0,824
zone3,0,R02,50,60,1.0,532
zone3,0,R02,50,100,1.0,467
zone3,0,R05P6179775281,10,0,1.0,465
zone3,0,R05P6179775281,10,10,1.0,111
zone3,0,R05P6179775281,10,30,1.0,59
zone3,0,R05P6179775281,10,60,1.0,32
zone3,0,R05P6179775281,10,100,1.0,37
zone3,0,R05P6179775281,20,0,1.0,3
zone3,0,R05P6179775281,30,0,1.0,1
zone3,0,R05P6179775281,50,0,1.0,2056
zone3,0,R05P6179775281,50,10,1.0,1549
zone3,0,R05P6179775281,50,30,1.0,1095
zone3,0,R05P6179775281,50,60,1.0,630
zone3,0,R05P6179775281,50,100,1.0,562
zone3,0,R10,10,0,1.0,392
zone3,0,R10,10,10,1.0,116
zone3,0,R10,10,30,1.0,76
zone3,0,R10,10,60,1.0,45
zone3,0,R10,10,100,1.0,35
zone3,0,R10,20,0,1.0,3
zone3,0,R10,30,0,1.0,1
zone3,0,R10,50,0,1.0,1822
zone3,0,R10,50,10,1.0,1634
zone3,0,R10,50,30,1.0,1167
zone3,0,R10,50,60,1.0,707
zone3,0,R10,50,100,1.0,602
zone3,0,R20,10,0,1.0,445
zone3,0,R20,10,10,1.0,212
zone3,0,R20,10,30,1.0,141
zone3,0,R20,10,60,1.0,69
zone3,0,R20,10,100,1.0,62
zone3,0,R20,20,0,1.0,4
zone3,0,R20,20,30,1.0,1
zone3,0,R20,20,60,1.0,1
zone3,0,R20,30,0,1.0,1
zone3,0,R20,30,10,1.0,2
zone3,0,R20,50,0,1.0,1470
zone3,0,R20,50,10,1.0,1562
zone3,0,R20,50,30,1.0,1240
zone3,0,R20,50,60,1.0,780
zone3,0,R20,50,100,1.0,610
zone3,1,R01,10,0,1.0,1568
zone3,1,R01,10,10,1.0,499
zone3,1,R01,10,30,1.0,207
zone3,1,R01,10,60,1.0,118
zone3,1,R01,10,100,1.0,66
zone3,1,R01,20,0,1.0,6
zone3,1,R01,20,10,1.0,1
zone3,1,R01,30,0,1.0,9
zone3,1,R01,30,10,1.0,1
zone3,1,R01,30,30,1.0,1
zone3,1,R01,50,0,1.0,1520
zone3,1,R01,50,10,1.0,934
zone3,1,R01,50,30,1.0,787
zone3,1,R01,50,60,1.0,520
zone3,1,R01,50,100,1.0,363
zone3,1,R02,10,0,1.0,996
zone3,1,R02,10,10,1.0,251
zone3,1,R02,10,30,1.0,121
